location,date,vaccine,total_vaccinations
Bulgaria,2021-07-23,Oxford/AstraZeneca,475720
Bulgaria,2021-07-23,Pfizer/BioNTech,1167720
Bulgaria,2021-07-30,Johnson&Johnson,78440
Bulgaria,2021-07-30,Moderna,258066
Bulgaria,2021-07-30,Oxford/AstraZeneca,476371
Bulgaria,2021-07-30,Pfizer/BioNTech,1212406
Bulgaria,2021-08-06,Johnson&Johnson,89960
Bulgaria,2021-08-06,Moderna,263844
Bulgaria,2021-08-06,Oxford/AstraZeneca,476700
Bulgaria,2021-08-06,Pfizer/BioNTech,1256750
Bulgaria,2021-08-13,Johnson&Johnson,102550
Bulgaria,2021-08-13,Moderna,269269
Bulgaria,2021-08-13,Oxford/AstraZeneca,477025
Bulgaria,2021-08-13,Pfizer/BioNTech,1298259
Bulgaria,2021-08-20,Johnson&Johnson,116845
Bulgaria,2021-08-20,Moderna,274596
Bulgaria,2021-08-20,Oxford/AstraZeneca,477363
Bulgaria,2021-08-20,Pfizer/BioNTech,1341032
Bulgaria,2021-08-27,Johnson&Johnson,133004
Bulgaria,2021-08-27,Moderna,280188
Bulgaria,2021-08-27,Oxford/AstraZeneca,477659
Bulgaria,2021-08-27,Pfizer/BioNTech,1387124
Bulgaria,2021-09-03,Johnson&Johnson,149767
Bulgaria,2021-09-03,Moderna,285738
Bulgaria,2021-09-03,Oxford/AstraZeneca,477825
Bulgaria,2021-09-03,Pfizer/BioNTech,1428817
Bulgaria,2021-09-10,Johnson&Johnson,162888
Bulgaria,2021-09-10,Moderna,290164
Bulgaria,2021-09-10,Oxford/AstraZeneca,477891
Bulgaria,2021-09-10,Pfizer/BioNTech,1463273
Bulgaria,2021-09-17,Johnson&Johnson,175977
Bulgaria,2021-09-17,Moderna,294725
Bulgaria,2021-09-17,Oxford/AstraZeneca,478020
Bulgaria,2021-09-17,Pfizer/BioNTech,1499714
Bulgaria,2021-09-24,Johnson&Johnson,185864
Bulgaria,2021-09-24,Moderna,298370
Bulgaria,2021-09-24,Oxford/AstraZeneca,478112
Bulgaria,2021-09-24,Pfizer/BioNTech,1529744
Bulgaria,2021-10-01,Johnson&Johnson,195779
Bulgaria,2021-10-01,Moderna,302017
Bulgaria,2021-10-01,Oxford/AstraZeneca,478260
Bulgaria,2021-10-01,Pfizer/BioNTech,1556626
Bulgaria,2021-10-08,Johnson&Johnson,203802
Bulgaria,2021-10-08,Moderna,304864
Bulgaria,2021-10-08,Oxford/AstraZeneca,478299
Bulgaria,2021-10-08,Pfizer/BioNTech,1583273
Bulgaria,2021-10-15,Johnson&Johnson,213919
Bulgaria,2021-10-15,Moderna,308052
Bulgaria,2021-10-15,Oxford/AstraZeneca,478334
Bulgaria,2021-10-15,Pfizer/BioNTech,1608862
Bulgaria,2021-10-22,Johnson&Johnson,255344
Bulgaria,2021-10-22,Moderna,314462
Bulgaria,2021-10-22,Oxford/AstraZeneca,478387
Bulgaria,2021-10-22,Pfizer/BioNTech,1659437
Bulgaria,2021-10-29,Johnson&Johnson,312725
Bulgaria,2021-10-29,Moderna,323462
Bulgaria,2021-10-29,Oxford/AstraZeneca,478451
Bulgaria,2021-10-29,Pfizer/BioNTech,1723130
Bulgaria,2021-11-05,Johnson&Johnson,353200
Bulgaria,2021-11-05,Moderna,331756
Bulgaria,2021-11-05,Oxford/AstraZeneca,478451
Bulgaria,2021-11-05,Pfizer/BioNTech,1778060
Bulgaria,2021-11-12,Johnson&Johnson,378993
Bulgaria,2021-11-12,Moderna,339378
Bulgaria,2021-11-12,Oxford/AstraZeneca,478451
Bulgaria,2021-11-12,Pfizer/BioNTech,1847335
Bulgaria,2021-11-19,Johnson&Johnson,399274
Bulgaria,2021-11-19,Moderna,349392
Bulgaria,2021-11-19,Oxford/AstraZeneca,478451
Bulgaria,2021-11-19,Pfizer/BioNTech,1930995
Bulgaria,2021-11-26,Johnson&Johnson,417210
Bulgaria,2021-11-26,Moderna,362442
Bulgaria,2021-11-26,Oxford/AstraZeneca,478451
Bulgaria,2021-11-26,Pfizer/BioNTech,2007124
Bulgaria,2021-12-03,Johnson&Johnson,430624
Bulgaria,2021-12-03,Moderna,375936
Bulgaria,2021-12-03,Oxford/AstraZeneca,478451
Bulgaria,2021-12-03,Pfizer/BioNTech,2083692
Bulgaria,2021-12-10,Johnson&Johnson,441016
Bulgaria,2021-12-10,Moderna,387864
Bulgaria,2021-12-10,Oxford/AstraZeneca,478451
Bulgaria,2021-12-10,Pfizer/BioNTech,2153709
Bulgaria,2021-12-17,Johnson&Johnson,450768
Bulgaria,2021-12-17,Moderna,399861
Bulgaria,2021-12-17,Oxford/AstraZeneca,478451
Bulgaria,2021-12-17,Pfizer/BioNTech,2224572
Bulgaria,2021-12-24,Johnson&Johnson,460003
Bulgaria,2021-12-24,Moderna,407732
Bulgaria,2021-12-24,Oxford/AstraZeneca,478451
Bulgaria,2021-12-24,Pfizer/BioNTech,2274429
Bulgaria,2021-12-31,Johnson&Johnson,465744
Bulgaria,2021-12-31,Moderna,413494
Bulgaria,2021-12-31,Oxford/AstraZeneca,478451
Bulgaria,2021-12-31,Pfizer/BioNTech,2307659
Bulgaria,2022-01-07,Johnson&Johnson,475109
Bulgaria,2022-01-07,Moderna,435496
Bulgaria,2022-01-07,Oxford/AstraZeneca,478451
Bulgaria,2022-01-07,Pfizer/BioNTech,2432255
Bulgaria,2022-01-14,Johnson&Johnson,485843
Bulgaria,2022-01-14,Moderna,457083
Bulgaria,2022-01-14,Oxford/AstraZeneca,478464
Bulgaria,2022-01-14,Pfizer/BioNTech,2555977
Bulgaria,2022-01-21,Johnson&Johnson,494499
Bulgaria,2022-01-21,Moderna,469190
Bulgaria,2022-01-21,Oxford/AstraZeneca,478474
Bulgaria,2022-01-21,Pfizer/BioNTech,2630016
Bulgaria,2022-01-28,Johnson&Johnson,500219
Bulgaria,2022-01-28,Moderna,475463
Bulgaria,2022-01-28,Oxford/AstraZeneca,478483
Bulgaria,2022-01-28,Pfizer/BioNTech,2681422
Bulgaria,2022-02-04,Johnson&Johnson,502465
Bulgaria,2022-02-04,Moderna,475463
Bulgaria,2022-02-04,Oxford/AstraZeneca,478483
Bulgaria,2022-02-04,Pfizer/BioNTech,2681422
Chile,2020-12-24,Pfizer/BioNTech,420
Chile,2020-12-25,Pfizer/BioNTech,5199
Chile,2020-12-26,Pfizer/BioNTech,8339
Chile,2020-12-27,Pfizer/BioNTech,8648
Chile,2020-12-28,Pfizer/BioNTech,8648
Chile,2020-12-29,Pfizer/BioNTech,8648
Chile,2020-12-30,Pfizer/BioNTech,8648
Chile,2020-12-31,Pfizer/BioNTech,8648
Chile,2021-01-01,Pfizer/BioNTech,8648
Chile,2021-01-02,Pfizer/BioNTech,8648
Chile,2021-01-03,Pfizer/BioNTech,8648
Chile,2021-01-04,Pfizer/BioNTech,9053
Chile,2021-01-05,Pfizer/BioNTech,10496
Chile,2021-01-06,Pfizer/BioNTech,10701
Chile,2021-01-07,Pfizer/BioNTech,10701
Chile,2021-01-08,Pfizer/BioNTech,10702
Chile,2021-01-09,Pfizer/BioNTech,10702
Chile,2021-01-10,Pfizer/BioNTech,10703
Chile,2021-01-11,Pfizer/BioNTech,10703
Chile,2021-01-12,Pfizer/BioNTech,10703
Chile,2021-01-13,Pfizer/BioNTech,11736
Chile,2021-01-14,Pfizer/BioNTech,18653
Chile,2021-01-15,Pfizer/BioNTech,22084
Chile,2021-01-16,Pfizer/BioNTech,22174
Chile,2021-01-17,Pfizer/BioNTech,22174
Chile,2021-01-18,Pfizer/BioNTech,33225
Chile,2021-01-19,Pfizer/BioNTech,52592
Chile,2021-01-20,Pfizer/BioNTech,61901
Chile,2021-01-21,Pfizer/BioNTech,64957
Chile,2021-01-22,Pfizer/BioNTech,65372
Chile,2021-01-23,Pfizer/BioNTech,65372
Chile,2021-01-24,Pfizer/BioNTech,65372
Chile,2021-01-25,Pfizer/BioNTech,66792
Chile,2021-01-26,Pfizer/BioNTech,67406
Chile,2021-01-27,Pfizer/BioNTech,67441
Chile,2021-01-28,Pfizer/BioNTech,67441
Chile,2021-01-29,Pfizer/BioNTech,67446
Chile,2021-01-30,Pfizer/BioNTech,67447
Chile,2021-01-31,Pfizer/BioNTech,67448
Chile,2021-02-01,Pfizer/BioNTech,67449
Chile,2021-02-02,Pfizer/BioNTech,67456
Chile,2021-02-02,Sinovac,13189
Chile,2021-02-03,Pfizer/BioNTech,67459
Chile,2021-02-03,Sinovac,183578
Chile,2021-02-04,Pfizer/BioNTech,69589
Chile,2021-02-04,Sinovac,357614
Chile,2021-02-05,Pfizer/BioNTech,70278
Chile,2021-02-05,Sinovac,526442
Chile,2021-02-06,Pfizer/BioNTech,70284
Chile,2021-02-06,Sinovac,554296
Chile,2021-02-07,Pfizer/BioNTech,70286
Chile,2021-02-07,Sinovac,562935
Chile,2021-02-08,Pfizer/BioNTech,82092
Chile,2021-02-08,Sinovac,784434
Chile,2021-02-09,Pfizer/BioNTech,101577
Chile,2021-02-09,Sinovac,1026860
Chile,2021-02-10,Pfizer/BioNTech,110034
Chile,2021-02-10,Sinovac,1299216
Chile,2021-02-11,Pfizer/BioNTech,113111
Chile,2021-02-11,Sinovac,1550442
Chile,2021-02-12,Pfizer/BioNTech,113471
Chile,2021-02-12,Sinovac,1779578
Chile,2021-02-13,Pfizer/BioNTech,113504
Chile,2021-02-13,Sinovac,1809110
Chile,2021-02-14,Pfizer/BioNTech,113504
Chile,2021-02-14,Sinovac,1813578
Chile,2021-02-15,Pfizer/BioNTech,113508
Chile,2021-02-15,Sinovac,2079475
Chile,2021-02-16,Pfizer/BioNTech,113522
Chile,2021-02-16,Sinovac,2299562
Chile,2021-02-17,Pfizer/BioNTech,113522
Chile,2021-02-17,Sinovac,2487612
Chile,2021-02-18,Pfizer/BioNTech,113525
Chile,2021-02-18,Sinovac,2642895
Chile,2021-02-19,Pfizer/BioNTech,113526
Chile,2021-02-19,Sinovac,2785042
Chile,2021-02-20,Pfizer/BioNTech,113528
Chile,2021-02-20,Sinovac,2794681
Chile,2021-02-21,Pfizer/BioNTech,113528
Chile,2021-02-21,Sinovac,2795843
Chile,2021-02-22,Pfizer/BioNTech,125627
Chile,2021-02-22,Sinovac,2891888
Chile,2021-02-23,Pfizer/BioNTech,150476
Chile,2021-02-23,Sinovac,2961299
Chile,2021-02-24,Pfizer/BioNTech,178999
Chile,2021-02-24,Sinovac,3019063
Chile,2021-02-25,Pfizer/BioNTech,212719
Chile,2021-02-25,Sinovac,3071434
Chile,2021-02-26,Pfizer/BioNTech,242454
Chile,2021-02-26,Sinovac,3120101
Chile,2021-02-27,Pfizer/BioNTech,248780
Chile,2021-02-27,Sinovac,3123823
Chile,2021-02-28,Pfizer/BioNTech,248782
Chile,2021-02-28,Sinovac,3124176
Chile,2021-03-01,Pfizer/BioNTech,263685
Chile,2021-03-01,Sinovac,3246860
Chile,2021-03-02,Pfizer/BioNTech,294610
Chile,2021-03-02,Sinovac,3387321
Chile,2021-03-03,Pfizer/BioNTech,313185
Chile,2021-03-03,Sinovac,3680753
Chile,2021-03-04,Pfizer/BioNTech,322301
Chile,2021-03-04,Sinovac,3982291
Chile,2021-03-05,Pfizer/BioNTech,328059
Chile,2021-03-05,Sinovac,4274540
Chile,2021-03-06,Pfizer/BioNTech,328404
Chile,2021-03-06,Sinovac,4307990
Chile,2021-03-07,Pfizer/BioNTech,328512
Chile,2021-03-07,Sinovac,4315850
Chile,2021-03-08,Pfizer/BioNTech,341115
Chile,2021-03-08,Sinovac,4654032
Chile,2021-03-09,Pfizer/BioNTech,378707
Chile,2021-03-09,Sinovac,4993100
Chile,2021-03-10,Pfizer/BioNTech,420332
Chile,2021-03-10,Sinovac,5352961
Chile,2021-03-11,Pfizer/BioNTech,466082
Chile,2021-03-11,Sinovac,5724406
Chile,2021-03-12,Pfizer/BioNTech,483500
Chile,2021-03-12,Sinovac,6081491
Chile,2021-03-13,Pfizer/BioNTech,484053
Chile,2021-03-13,Sinovac,6131423
Chile,2021-03-14,Pfizer/BioNTech,484053
Chile,2021-03-14,Sinovac,6138012
Chile,2021-03-15,Pfizer/BioNTech,507986
Chile,2021-03-15,Sinovac,6544540
Chile,2021-03-16,Pfizer/BioNTech,561546
Chile,2021-03-16,Sinovac,6901376
Chile,2021-03-17,Pfizer/BioNTech,617100
Chile,2021-03-17,Sinovac,7213253
Chile,2021-03-18,Pfizer/BioNTech,666761
Chile,2021-03-18,Sinovac,7498715
Chile,2021-03-19,Pfizer/BioNTech,689945
Chile,2021-03-19,Sinovac,7770256
Chile,2021-03-20,Pfizer/BioNTech,691866
Chile,2021-03-20,Sinovac,7802544
Chile,2021-03-21,Pfizer/BioNTech,691876
Chile,2021-03-21,Sinovac,7806559
Chile,2021-03-22,Pfizer/BioNTech,727980
Chile,2021-03-22,Sinovac,8039315
Chile,2021-03-23,Pfizer/BioNTech,787931
Chile,2021-03-23,Sinovac,8220374
Chile,2021-03-24,Pfizer/BioNTech,840849
Chile,2021-03-24,Sinovac,8386620
Chile,2021-03-25,Pfizer/BioNTech,895461
Chile,2021-03-25,Sinovac,8544786
Chile,2021-03-26,Pfizer/BioNTech,933910
Chile,2021-03-26,Sinovac,8724124
Chile,2021-03-27,Pfizer/BioNTech,935946
Chile,2021-03-27,Sinovac,8737786
Chile,2021-03-28,Pfizer/BioNTech,935946
Chile,2021-03-28,Sinovac,8739179
Chile,2021-03-29,Pfizer/BioNTech,958014
Chile,2021-03-29,Sinovac,8984009
Chile,2021-03-30,Pfizer/BioNTech,1015533
Chile,2021-03-30,Sinovac,9205273
Chile,2021-03-31,Pfizer/BioNTech,1061725
Chile,2021-03-31,Sinovac,9439546
Chile,2021-04-01,Pfizer/BioNTech,1085531
Chile,2021-04-01,Sinovac,9719219
Chile,2021-04-02,Pfizer/BioNTech,1085758
Chile,2021-04-02,Sinovac,9726043
Chile,2021-04-03,Pfizer/BioNTech,1085951
Chile,2021-04-03,Sinovac,9729080
Chile,2021-04-04,Pfizer/BioNTech,1085955
Chile,2021-04-04,Sinovac,9730202
Chile,2021-04-05,Pfizer/BioNTech,1117128
Chile,2021-04-05,Sinovac,9984012
Chile,2021-04-06,Pfizer/BioNTech,1199954
Chile,2021-04-06,Sinovac,10141138
Chile,2021-04-07,Pfizer/BioNTech,1289263
Chile,2021-04-07,Sinovac,10285220
Chile,2021-04-08,Pfizer/BioNTech,1367570
Chile,2021-04-08,Sinovac,10446575
Chile,2021-04-09,Pfizer/BioNTech,1416844
Chile,2021-04-09,Sinovac,10616353
Chile,2021-04-10,Pfizer/BioNTech,1424679
Chile,2021-04-10,Sinovac,10634564
Chile,2021-04-11,Pfizer/BioNTech,1425185
Chile,2021-04-11,Sinovac,10636512
Chile,2021-04-12,Pfizer/BioNTech,1490013
Chile,2021-04-12,Sinovac,10808903
Chile,2021-04-13,Pfizer/BioNTech,1578283
Chile,2021-04-13,Sinovac,10956086
Chile,2021-04-14,Pfizer/BioNTech,1667866
Chile,2021-04-14,Sinovac,11096173
Chile,2021-04-15,Pfizer/BioNTech,1735945
Chile,2021-04-15,Sinovac,11235423
Chile,2021-04-16,Pfizer/BioNTech,1786727
Chile,2021-04-16,Sinovac,11379007
Chile,2021-04-17,Pfizer/BioNTech,1792659
Chile,2021-04-17,Sinovac,11395377
Chile,2021-04-18,Pfizer/BioNTech,1793339
Chile,2021-04-18,Sinovac,11397340
Chile,2021-04-19,Pfizer/BioNTech,1817412
Chile,2021-04-19,Sinovac,11568506
Chile,2021-04-20,Pfizer/BioNTech,1861930
Chile,2021-04-20,Sinovac,11713502
Chile,2021-04-21,Pfizer/BioNTech,1908018
Chile,2021-04-21,Sinovac,11845115
Chile,2021-04-22,Pfizer/BioNTech,1955173
Chile,2021-04-22,Sinovac,11998794
Chile,2021-04-23,Pfizer/BioNTech,1984182
Chile,2021-04-23,Sinovac,12153535
Chile,2021-04-24,Pfizer/BioNTech,1986582
Chile,2021-04-24,Sinovac,12168832
Chile,2021-04-25,Pfizer/BioNTech,1986584
Chile,2021-04-25,Sinovac,12169875
Chile,2021-04-26,Pfizer/BioNTech,2031984
Chile,2021-04-26,Sinovac,12321355
Chile,2021-04-27,Pfizer/BioNTech,2095886
Chile,2021-04-27,Sinovac,12429097
Chile,2021-04-28,Oxford/AstraZeneca,3607
Chile,2021-04-28,Pfizer/BioNTech,2150786
Chile,2021-04-28,Sinovac,12539843
Chile,2021-04-29,Oxford/AstraZeneca,10152
Chile,2021-04-29,Pfizer/BioNTech,2183378
Chile,2021-04-29,Sinovac,12656253
Chile,2021-04-30,Oxford/AstraZeneca,23882
Chile,2021-04-30,Pfizer/BioNTech,2214448
Chile,2021-04-30,Sinovac,12699394
Chile,2021-05-01,Oxford/AstraZeneca,24168
Chile,2021-05-01,Pfizer/BioNTech,2215625
Chile,2021-05-01,Sinovac,12700233
Chile,2021-05-02,Oxford/AstraZeneca,24350
Chile,2021-05-02,Pfizer/BioNTech,2216017
Chile,2021-05-02,Sinovac,12701124
Chile,2021-05-03,Oxford/AstraZeneca,44449
Chile,2021-05-03,Pfizer/BioNTech,2239942
Chile,2021-05-03,Sinovac,12809110
Chile,2021-05-04,Oxford/AstraZeneca,61222
Chile,2021-05-04,Pfizer/BioNTech,2286131
Chile,2021-05-04,Sinovac,12915942
Chile,2021-05-05,Oxford/AstraZeneca,71050
Chile,2021-05-05,Pfizer/BioNTech,2334749
Chile,2021-05-05,Sinovac,13032779
Chile,2021-05-06,Oxford/AstraZeneca,78267
Chile,2021-05-06,Pfizer/BioNTech,2375672
Chile,2021-05-06,Sinovac,13143024
Chile,2021-05-07,Oxford/AstraZeneca,82414
Chile,2021-05-07,Pfizer/BioNTech,2409710
Chile,2021-05-07,Sinovac,13252904
Chile,2021-05-08,Oxford/AstraZeneca,83084
Chile,2021-05-08,Pfizer/BioNTech,2415451
Chile,2021-05-08,Sinovac,13272096
Chile,2021-05-09,Oxford/AstraZeneca,83154
Chile,2021-05-09,Pfizer/BioNTech,2415517
Chile,2021-05-09,Sinovac,13273368
Chile,2021-05-10,Oxford/AstraZeneca,86110
Chile,2021-05-10,Pfizer/BioNTech,2455070
Chile,2021-05-10,Sinovac,13404737
Chile,2021-05-11,Oxford/AstraZeneca,88092
Chile,2021-05-11,Pfizer/BioNTech,2521287
Chile,2021-05-11,Sinovac,13529401
Chile,2021-05-12,Oxford/AstraZeneca,89760
Chile,2021-05-12,Pfizer/BioNTech,2580803
Chile,2021-05-12,Sinovac,13651671
Chile,2021-05-13,Oxford/AstraZeneca,90312
Chile,2021-05-13,Pfizer/BioNTech,2628770
Chile,2021-05-13,Sinovac,13760919
Chile,2021-05-14,Oxford/AstraZeneca,90555
Chile,2021-05-14,Pfizer/BioNTech,2673737
Chile,2021-05-14,Sinovac,13875280
Chile,2021-05-15,Oxford/AstraZeneca,90595
Chile,2021-05-15,Pfizer/BioNTech,2674032
Chile,2021-05-15,Sinovac,13876406
Chile,2021-05-16,Oxford/AstraZeneca,90595
Chile,2021-05-16,Pfizer/BioNTech,2674117
Chile,2021-05-16,Sinovac,13876762
Chile,2021-05-17,Oxford/AstraZeneca,90890
Chile,2021-05-17,Pfizer/BioNTech,2727541
Chile,2021-05-17,Sinovac,13994839
Chile,2021-05-18,Oxford/AstraZeneca,92320
Chile,2021-05-18,Pfizer/BioNTech,2806260
Chile,2021-05-18,Sinovac,14098630
Chile,2021-05-19,Oxford/AstraZeneca,98839
Chile,2021-05-19,Pfizer/BioNTech,2885856
Chile,2021-05-19,Sinovac,14179619
Chile,2021-05-20,Oxford/AstraZeneca,105558
Chile,2021-05-20,Pfizer/BioNTech,2956904
Chile,2021-05-20,Sinovac,14293823
Chile,2021-05-21,Oxford/AstraZeneca,105629
Chile,2021-05-21,Pfizer/BioNTech,2963960
Chile,2021-05-21,Sinovac,14296373
Chile,2021-05-22,Oxford/AstraZeneca,106122
Chile,2021-05-22,Pfizer/BioNTech,2976611
Chile,2021-05-22,Sinovac,14316390
Chile,2021-05-23,Oxford/AstraZeneca,106142
Chile,2021-05-23,Pfizer/BioNTech,2977741
Chile,2021-05-23,Sinovac,14319527
Chile,2021-05-24,Oxford/AstraZeneca,118554
Chile,2021-05-24,Pfizer/BioNTech,3052042
Chile,2021-05-24,Sinovac,14469951
Chile,2021-05-25,Oxford/AstraZeneca,136130
Chile,2021-05-25,Pfizer/BioNTech,3163576
Chile,2021-05-25,Sinovac,14587754
Chile,2021-05-26,Oxford/AstraZeneca,161519
Chile,2021-05-26,Pfizer/BioNTech,3237807
Chile,2021-05-26,Sinovac,14717271
Chile,2021-05-27,Oxford/AstraZeneca,195455
Chile,2021-05-27,Pfizer/BioNTech,3294570
Chile,2021-05-27,Sinovac,14829885
Chile,2021-05-28,Oxford/AstraZeneca,227560
Chile,2021-05-28,Pfizer/BioNTech,3342663
Chile,2021-05-28,Sinovac,14936132
Chile,2021-05-29,Oxford/AstraZeneca,236004
Chile,2021-05-29,Pfizer/BioNTech,3354928
Chile,2021-05-29,Sinovac,14962819
Chile,2021-05-30,Oxford/AstraZeneca,237398
Chile,2021-05-30,Pfizer/BioNTech,3356489
Chile,2021-05-30,Sinovac,14969960
Chile,2021-05-31,CanSino,74
Chile,2021-05-31,Oxford/AstraZeneca,281199
Chile,2021-05-31,Pfizer/BioNTech,3424669
Chile,2021-05-31,Sinovac,15073721
Chile,2021-06-01,CanSino,10469
Chile,2021-06-01,Oxford/AstraZeneca,326618
Chile,2021-06-01,Pfizer/BioNTech,3528081
Chile,2021-06-01,Sinovac,15136087
Chile,2021-06-02,CanSino,33799
Chile,2021-06-02,Oxford/AstraZeneca,359105
Chile,2021-06-02,Pfizer/BioNTech,3608206
Chile,2021-06-02,Sinovac,15204468
Chile,2021-06-03,CanSino,73428
Chile,2021-06-03,Oxford/AstraZeneca,361451
Chile,2021-06-03,Pfizer/BioNTech,3655793
Chile,2021-06-03,Sinovac,15278798
Chile,2021-06-04,CanSino,107818
Chile,2021-06-04,Oxford/AstraZeneca,363006
Chile,2021-06-04,Pfizer/BioNTech,3680336
Chile,2021-06-04,Sinovac,15363619
Chile,2021-06-05,CanSino,117729
Chile,2021-06-05,Oxford/AstraZeneca,363316
Chile,2021-06-05,Pfizer/BioNTech,3685453
Chile,2021-06-05,Sinovac,15386020
Chile,2021-06-06,CanSino,119520
Chile,2021-06-06,Oxford/AstraZeneca,363346
Chile,2021-06-06,Pfizer/BioNTech,3686046
Chile,2021-06-06,Sinovac,15388618
Chile,2021-06-07,CanSino,147001
Chile,2021-06-07,Oxford/AstraZeneca,365302
Chile,2021-06-07,Pfizer/BioNTech,3697800
Chile,2021-06-07,Sinovac,15528974
Chile,2021-06-08,CanSino,167092
Chile,2021-06-08,Oxford/AstraZeneca,366989
Chile,2021-06-08,Pfizer/BioNTech,3711465
Chile,2021-06-08,Sinovac,15678430
Chile,2021-06-09,CanSino,183824
Chile,2021-06-09,Oxford/AstraZeneca,368960
Chile,2021-06-09,Pfizer/BioNTech,3723772
Chile,2021-06-09,Sinovac,15841205
Chile,2021-06-10,CanSino,196991
Chile,2021-06-10,Oxford/AstraZeneca,370249
Chile,2021-06-10,Pfizer/BioNTech,3737758
Chile,2021-06-10,Sinovac,16015989
Chile,2021-06-11,CanSino,201037
Chile,2021-06-11,Oxford/AstraZeneca,371485
Chile,2021-06-11,Pfizer/BioNTech,3754664
Chile,2021-06-11,Sinovac,16172897
Chile,2021-06-12,CanSino,201430
Chile,2021-06-12,Oxford/AstraZeneca,371814
Chile,2021-06-12,Pfizer/BioNTech,3757480
Chile,2021-06-12,Sinovac,16201884
Chile,2021-06-13,CanSino,201480
Chile,2021-06-13,Oxford/AstraZeneca,371829
Chile,2021-06-13,Pfizer/BioNTech,3758025
Chile,2021-06-13,Sinovac,16203347
Chile,2021-06-14,CanSino,205662
Chile,2021-06-14,Oxford/AstraZeneca,373002
Chile,2021-06-14,Pfizer/BioNTech,3790112
Chile,2021-06-14,Sinovac,16387735
Chile,2021-06-15,CanSino,209343
Chile,2021-06-15,Oxford/AstraZeneca,373821
Chile,2021-06-15,Pfizer/BioNTech,3843378
Chile,2021-06-15,Sinovac,16540889
Chile,2021-06-16,CanSino,213297
Chile,2021-06-16,Oxford/AstraZeneca,374689
Chile,2021-06-16,Pfizer/BioNTech,3915093
Chile,2021-06-16,Sinovac,16691403
Chile,2021-06-17,CanSino,216340
Chile,2021-06-17,Oxford/AstraZeneca,375470
Chile,2021-06-17,Pfizer/BioNTech,3981896
Chile,2021-06-17,Sinovac,16804915
Chile,2021-06-18,CanSino,218717
Chile,2021-06-18,Oxford/AstraZeneca,376317
Chile,2021-06-18,Pfizer/BioNTech,4019513
Chile,2021-06-18,Sinovac,16871422
Chile,2021-06-19,CanSino,218995
Chile,2021-06-19,Oxford/AstraZeneca,376461
Chile,2021-06-19,Pfizer/BioNTech,4031039
Chile,2021-06-19,Sinovac,16896235
Chile,2021-06-20,CanSino,219007
Chile,2021-06-20,Oxford/AstraZeneca,376471
Chile,2021-06-20,Pfizer/BioNTech,4032270
Chile,2021-06-20,Sinovac,16898942
Chile,2021-06-21,CanSino,219086
Chile,2021-06-21,Oxford/AstraZeneca,376594
Chile,2021-06-21,Pfizer/BioNTech,4041998
Chile,2021-06-21,Sinovac,16908790
Chile,2021-06-22,CanSino,222851
Chile,2021-06-22,Oxford/AstraZeneca,378425
Chile,2021-06-22,Pfizer/BioNTech,4205337
Chile,2021-06-22,Sinovac,17049028
Chile,2021-06-23,CanSino,235282
Chile,2021-06-23,Oxford/AstraZeneca,380695
Chile,2021-06-23,Pfizer/BioNTech,4320863
Chile,2021-06-23,Sinovac,17170633
Chile,2021-06-24,CanSino,298881
Chile,2021-06-24,Oxford/AstraZeneca,384154
Chile,2021-06-24,Pfizer/BioNTech,4407080
Chile,2021-06-24,Sinovac,17270763
Chile,2021-06-25,CanSino,349028
Chile,2021-06-25,Oxford/AstraZeneca,388219
Chile,2021-06-25,Pfizer/BioNTech,4479918
Chile,2021-06-25,Sinovac,17355151
Chile,2021-06-26,CanSino,359105
Chile,2021-06-26,Oxford/AstraZeneca,389460
Chile,2021-06-26,Pfizer/BioNTech,4500952
Chile,2021-06-26,Sinovac,17375769
Chile,2021-06-27,CanSino,360361
Chile,2021-06-27,Oxford/AstraZeneca,389551
Chile,2021-06-27,Pfizer/BioNTech,4503201
Chile,2021-06-27,Sinovac,17377849
Chile,2021-06-28,CanSino,361588
Chile,2021-06-28,Oxford/AstraZeneca,389717
Chile,2021-06-28,Pfizer/BioNTech,4505904
Chile,2021-06-28,Sinovac,17379375
Chile,2021-06-29,CanSino,393513
Chile,2021-06-29,Oxford/AstraZeneca,395537
Chile,2021-06-29,Pfizer/BioNTech,4639695
Chile,2021-06-29,Sinovac,17457440
Chile,2021-06-30,CanSino,416435
Chile,2021-06-30,Oxford/AstraZeneca,399806
Chile,2021-06-30,Pfizer/BioNTech,4771977
Chile,2021-06-30,Sinovac,17503151
Chile,2021-07-01,CanSino,430458
Chile,2021-07-01,Oxford/AstraZeneca,402858
Chile,2021-07-01,Pfizer/BioNTech,4907250
Chile,2021-07-01,Sinovac,17533737
Chile,2021-07-02,CanSino,441939
Chile,2021-07-02,Oxford/AstraZeneca,405446
Chile,2021-07-02,Pfizer/BioNTech,5005185
